#       r/R             l_rad/L
      0.96864187   6.8649965e-05
      0.96850209   7.0419792e-05
      0.96836170   7.2240157e-05
      0.96822071   7.4112389e-05
      0.96807911   7.6037830e-05
      0.96793690   7.8017853e-05
      0.96779407   8.0053859e-05
      0.96765064   8.2147275e-05
      0.96750658   8.4299550e-05
      0.96736191   8.6512157e-05
      0.96721661   8.8786587e-05
      0.96707069   9.1124346e-05
      0.96692413   9.3526956e-05
      0.96677695   9.5995953e-05
      0.96662913   9.8532880e-05
      0.96648067   0.00010113929
      0.96633157   0.00010381681
      0.96618182   0.00010656745
      0.96603142   0.00010939295
      0.96588037   0.00011229505
      0.96572867   0.00011527552
      0.96557631   0.00011833612
      0.96542328   0.00012147860
      0.96526959   0.00012470474
      0.96511523   0.00012801630
      0.96496021   0.00013141502
      0.96480450   0.00013490265
      0.96464812   0.00013848090
      0.96449105   0.00014215143
      0.96433329   0.00014591589
      0.96417484   0.00014977575
      0.96401570   0.00015373232
      0.96385586   0.00015778724
      0.96369531   0.00016194211
      0.96353405   0.00016619847
      0.96337208   0.00017055770
      0.96320940   0.00017502109
      0.96304599   0.00017958971
      0.96288187   0.00018426443
      0.96271701   0.00018904580
      0.96255143   0.00019393400
      0.96238511   0.00019892873
      0.96221805   0.00020402906
      0.96205025   0.00020923667
      0.96188171   0.00021456182
      0.96171241   0.00022000830
      0.96154236   0.00022557938
      0.96137155   0.00023127838
      0.96119997   0.00023710870
      0.96102763   0.00024307381
      0.96085452   0.00024917730
      0.96068064   0.00025542288
      0.96050597   0.00026181439
      0.96033053   0.00026835582
      0.96015431   0.00027505130
      0.95997730   0.00028190466
      0.95979950   0.00028891707
      0.95962091   0.00029609180
      0.95944153   0.00030343261
      0.95926135   0.00031094337
      0.95908036   0.00031862806
      0.95889857   0.00032649078
      0.95871597   0.00033453585
      0.95853257   0.00034276832
      0.95834834   0.00035119292
      0.95816331   0.00035981440
      0.95797745   0.00036863771
      0.95779076   0.00037766689
      0.95760326   0.00038690616
      0.95741492   0.00039636085
      0.95722574   0.00040603159
      0.95703574   0.00041590624
      0.95684489   0.00042598924
      0.95665320   0.00043628663
      0.95646066   0.00044680449
      0.95626727   0.00045754900
      0.95607303   0.00046852649
      0.95587793   0.00047974346
      0.95568198   0.00049120626
      0.95548516   0.00050292130
      0.95528747   0.00051489540
      0.95508892   0.00052713582
      0.95488949   0.00053965034
      0.95468918   0.00055244740
      0.95448800   0.00056553630
      0.95428593   0.00057892748
      0.95408297   0.00059263290
      0.95387912   0.00060666650
      0.95367437   0.00062103492
      0.95346871   0.00063573123
      0.95326215   0.00065075891
      0.95305468   0.00066612249
      0.95284629   0.00068182711
      0.95263699   0.00069787839
      0.95242675   0.00071428230
      0.95221559   0.00073104512
      0.95200350   0.00074817340
      0.95179047   0.00076567392
      0.95157650   0.00078355372
      0.95136158   0.00080182003
      0.95114571   0.00082048032
      0.95092889   0.00083954227
      0.95071112   0.00085901381
      0.95049238   0.00087890306
      0.95027268   0.00089921841
      0.95005201   0.00091996847
      0.94983038   0.00094116213
      0.94960776   0.00096280552
      0.94938417   0.00098489962
      0.94915960    0.0010074523
      0.94893404    0.0010304722
      0.94870750    0.0010539677
      0.94847995    0.0010779478
      0.94825141    0.0011024214
      0.94802187    0.0011273976
      0.94779133    0.0011528857
      0.94755978    0.0011788950
      0.94732721    0.0012054349
      0.94709364    0.0012325151
      0.94685904    0.0012601446
      0.94662342    0.0012883321
      0.94638678    0.0013170838
      0.94614911    0.0013464140
      0.94591041    0.0013763473
      0.94567068    0.0014068999
      0.94542991    0.0014380701
      0.94518810    0.0014698605
      0.94494525    0.0015022814
      0.94470135    0.0015353429
      0.94445640    0.0015690556
      0.94421039    0.0016034303
      0.94396333    0.0016384776
      0.94371521    0.0016742087
      0.94346603    0.0017106344
      0.94321578    0.0017477678
      0.94296446    0.0017856212
      0.94271207    0.0018242067
      0.94245860    0.0018635379
      0.94220406    0.0019036278
      0.94194843    0.0019444888
      0.94169171    0.0019861334
      0.94143390    0.0020285745
      0.94117500    0.0020718248
      0.94091500    0.0021158972
      0.94065390    0.0021608050
      0.94039170    0.0022065613
      0.94012838    0.0022531795
      0.93986396    0.0023006731
      0.93959841    0.0023490557
      0.93933175    0.0023983412
      0.93906396    0.0024485435
      0.93879504    0.0024996765
      0.93852499    0.0025517545
      0.93825381    0.0026047917
      0.93798148    0.0026588027
      0.93770800    0.0027138016
      0.93743338    0.0027697947
      0.93715760    0.0028267919
      0.93688066    0.0028848077
      0.93660256    0.0029438566
      0.93632329    0.0030039534
      0.93604286    0.0030651129
      0.93576124    0.0031273504
      0.93547845    0.0031906811
      0.93519447    0.0032551203
      0.93490931    0.0033206839
      0.93462295    0.0033873875
      0.93433540    0.0034552470
      0.93404665    0.0035242787
      0.93375669    0.0035944987
      0.93346553    0.0036659232
      0.93317315    0.0037385687
      0.93287957    0.0038124515
      0.93258476    0.0038875878
      0.93228873    0.0039639940
      0.93199148    0.0040416857
      0.93169300    0.0041206787
      0.93139329    0.0042009878
      0.93109234    0.0042826272
      0.93079015    0.0043656097
      0.93048672    0.0044499467
      0.93018205    0.0045356474
      0.92987613    0.0046227165
      0.92956896    0.0047111170
      0.92926053    0.0048008477
      0.92895084    0.0048919316
      0.92863990    0.0049843903
      0.92832769    0.0050782440
      0.92801421    0.0051735123
      0.92769946    0.0052702141
      0.92738344    0.0053683680
      0.92706614    0.0054679923
      0.92674756    0.0055691049
      0.92642769    0.0056717240
      0.92610654    0.0057758676
      0.92578410    0.0058815537
      0.92546036    0.0059888006
      0.92513533    0.0060976266
      0.92480900    0.0062080506
      0.92448137    0.0063200915
      0.92415243    0.0064337689
      0.92382218    0.0065491028
      0.92349062    0.0066661280
      0.92315775    0.0067849152
      0.92282356    0.0069054742
      0.92248805    0.0070278100
      0.92215121    0.0071519288
      0.92181305    0.0072778289
      0.92147357    0.0074055115
      0.92113275    0.0075349810
      0.92079060    0.0076662417
      0.92044711    0.0077992980
      0.92010229    0.0079341538
      0.91975613    0.0080708166
      0.91940862    0.0082092927
      0.91905977    0.0083495848
      0.91870957    0.0084916949
      0.91835801    0.0086356244
      0.91800511    0.0087813734
      0.91765084    0.0089289413
      0.91729522    0.0090783262
      0.91693823    0.0092295251
      0.91657987    0.0093825335
      0.91622015    0.0095373454
      0.91585905    0.0096939531
      0.91549658    0.0098523467
      0.91513272     0.010012514
      0.91476749     0.010174440
      0.91440086     0.010337999
      0.91403285     0.010502957
      0.91366344     0.010669464
      0.91329263     0.010837659
      0.91292043     0.011007656
      0.91254682     0.011179550
      0.91217181     0.011353427
      0.91179539     0.011529361
      0.91141755     0.011707421
      0.91103830     0.011887673
      0.91065764     0.012070178
      0.91027556     0.012254997
      0.90989205     0.012442189
      0.90950711     0.012631812
      0.90912075     0.012823926
      0.90873296     0.013018589
      0.90834373     0.013215863
      0.90795307     0.013415808
      0.90756096     0.013618490
      0.90716742     0.013823975
      0.90677243     0.014032305
      0.90637599     0.014243533
      0.90597810     0.014457736
      0.90557876     0.014675001
      0.90517796     0.014895423
      0.90477570     0.015119109
      0.90437198     0.015346188
      0.90396680     0.015576819
      0.90356015     0.015811209
      0.90315204     0.016049233
      0.90274245     0.016289077
      0.90233140     0.016530818
      0.90191886     0.016774857
      0.90150486     0.017021613
      0.90108937     0.017271558
      0.90067241     0.017525246
      0.90025396     0.017783369
      0.89983403     0.018046831
      0.89941262     0.018315026
      0.89898972     0.018587025
      0.89856533     0.018862934
      0.89813945     0.019142849
      0.89771208     0.019426853
      0.89728321     0.019715028
      0.89685285     0.020007448
      0.89642100     0.020304184
      0.89598764     0.020605308
      0.89555279     0.020910886
      0.89511644     0.021220985
      0.89467858     0.021535673
      0.89423922     0.021855014
      0.89379836     0.022179075
      0.89335598     0.022507920
      0.89291210     0.022841616
      0.89246671     0.023180227
      0.89201981     0.023523820
      0.89157140     0.023872460
      0.89112147     0.024226214
      0.89067003     0.024585149
      0.89021707     0.024949333
      0.88976259     0.025318833
      0.88930659     0.025693718
      0.88884907     0.026074057
      0.88839004     0.026459925
      0.88792947     0.026851400
      0.88746739     0.027248551
      0.88700377     0.027651331
      0.88653863     0.028059759
      0.88607196     0.028473904
      0.88560376     0.028893834
      0.88513403     0.029319605
      0.88466277     0.029751260
      0.88418997     0.030188865
      0.88371564     0.030632483
      0.88323977     0.031082180
      0.88276237     0.031538023
      0.88228343     0.032000078
      0.88180295     0.032468411
      0.88132092     0.032943089
      0.88083736     0.033424180
      0.88035226     0.033911753
      0.87986562     0.034405876
      0.87937743     0.034906621
      0.87888770     0.035414057
      0.87839642     0.035928259
      0.87790360     0.036449299
      0.87740923     0.036977254
      0.87691331     0.037512201
      0.87641585     0.038054221
      0.87591684     0.038603397
      0.87541628     0.039159815
      0.87491417     0.039723569
      0.87441051     0.040294753
      0.87390531     0.040873474
      0.87339855     0.041459845
      0.87289024     0.042053992
      0.87238037     0.042656056
      0.87186896     0.043266199
      0.87135600     0.043884490
      0.87084148     0.044510357
      0.87032541     0.045143864
      0.86980779     0.045785183
      0.86928861     0.046434470
      0.86876788     0.047091866
      0.86824561     0.047757501
      0.86772177     0.048431500
      0.86719639     0.049113980
      0.86666946     0.049805058
      0.86614097     0.050504844
      0.86561094     0.051213450
      0.86507935     0.051930985
      0.86454621     0.052657557
      0.86401152     0.053393013
      0.86347528     0.054137312
      0.86293749     0.054890588
      0.86239815     0.055652967
      0.86185726     0.056424572
      0.86131483     0.057205520
      0.86077084     0.057995929
      0.86022530     0.058795914
      0.85967822     0.059605590
      0.85912959     0.060425074
      0.85857941     0.061254480
      0.85802769     0.062093925
      0.85747442     0.062943484
      0.85691960     0.063803248
      0.85636324     0.064673339
      0.85580533     0.065553879
      0.85524588     0.066444993
      0.85468488     0.067346808
      0.85412234     0.068259454
      0.85355827     0.069183065
      0.85299265     0.070117776
      0.85242549     0.071063729
      0.85185679     0.072021070
      0.85128655     0.072989948
      0.85071478     0.073970519
      0.85014147     0.074962948
      0.84956663     0.075967406
      0.84899026     0.076984075
      0.84841235     0.078013148
      0.84783292     0.079054833
      0.84725195     0.080109354
      0.84666946     0.081176961
      0.84608544     0.082257928
      0.84549990     0.083352579
      0.84491283     0.084461255
      0.84432425     0.085582560
      0.84373414     0.086715710
      0.84314251     0.087861030
      0.84254936     0.089018807
      0.84195470     0.090189307
      0.84135852     0.091372776
      0.84076083     0.092569453
      0.84016163     0.093779565
      0.83956092     0.095003337
      0.83895870     0.096240992
      0.83835497     0.097492751
      0.83774973     0.098758838
      0.83714299      0.10003948
      0.83653475      0.10133490
      0.83592501      0.10264534
      0.83531377      0.10397103
      0.83470104      0.10531224
      0.83408680      0.10666921
      0.83347108      0.10804222
      0.83285386      0.10943156
      0.83223516      0.11083753
      0.83161497      0.11226037
      0.83099329      0.11370035
      0.83037013      0.11515786
      0.82974548      0.11663335
      0.82911936      0.11812705
      0.82849176      0.11963658
      0.82786268      0.12116181
      0.82723213      0.12270343
      0.82660011      0.12426209
      0.82596662      0.12583842
      0.82533166      0.12743303
      0.82469524      0.12904656
      0.82405736      0.13067966
      0.82341802      0.13233302
      0.82277722      0.13400740
      0.82213497      0.13570360
      0.82149127      0.13742257
      0.82084612      0.13916539
      0.82019952      0.14093332
      0.81955148      0.14272720
      0.81890200      0.14454272
      0.81825108      0.14637922
      0.81759873      0.14823716
      0.81694495      0.15011698
      0.81628973      0.15201908
      0.81563309      0.15394389
      0.81497503      0.15589181
      0.81431555      0.15786324
      0.81365464      0.15985861
      0.81299233      0.16187831
      0.81232860      0.16392278
      0.81166346      0.16599243
      0.81099691      0.16808770
      0.81032896      0.17020902
      0.80965961      0.17235683
      0.80898886      0.17453161
      0.80831672      0.17673380
      0.80764318      0.17896389
      0.80696826      0.18122235
      0.80629195      0.18350969
      0.80561425      0.18582641
      0.80493518      0.18817303
      0.80425473      0.19055009
      0.80357291      0.19295811
      0.80288972      0.19539768
      0.80220516      0.19786934
      0.80151923      0.20037369
      0.80083195      0.20291124
      0.80014331      0.20548257
      0.79945331      0.20808828
      0.79876197      0.21072896
      0.79806928      0.21340522
      0.79737525      0.21611770
      0.79667987      0.21886703
      0.79598316      0.22165386
      0.79528512      0.22447885
      0.79458575      0.22734269
      0.79388506      0.23024607
      0.79318304      0.23318968
      0.79247970      0.23617426
      0.79177505      0.23920053
      0.79106909      0.24226924
      0.79036182      0.24538117
      0.78965324      0.24853712
      0.78894337      0.25173789
      0.78823219      0.25498430
      0.78751972      0.25827717
      0.78680596      0.26161735
      0.78609091      0.26500568
      0.78537458      0.26844318
      0.78465696      0.27193125
      0.78393807      0.27546972
      0.78321790      0.27905685
      0.78249645      0.28269421
      0.78177374      0.28638275
      0.78104977      0.29012335
      0.78032454      0.29391689
      0.77959804      0.29776426
      0.77887030      0.30166634
      0.77814130      0.30562406
      0.77741106      0.30963836
      0.77667958      0.31371017
      0.77594685      0.31784047
      0.77521289      0.32203025
      0.77447770      0.32628051
      0.77374128      0.33059227
      0.77300364      0.33496658
      0.77226478      0.33940450
      0.77152470      0.34390711
      0.77078340      0.34847551
      0.77004090      0.35311083
      0.76929719      0.35781421
      0.76855228      0.36258681
      0.76780617      0.36742983
      0.76705886      0.37234447
      0.76631037      0.37733196
      0.76556068      0.38239357
      0.76480982      0.38753056
      0.76405777      0.39274424
      0.76330455      0.39803593
      0.76255015      0.40340699
      0.76179459      0.40885879
      0.76103786      0.41439272
      0.76027997      0.42001021
      0.75952092      0.42571271
      0.75876072      0.43150170
      0.75799937      0.43737868
      0.75723687      0.44334517
      0.75647323      0.44940260
      0.75570845      0.45555247
      0.75494253      0.46179639
      0.75417548      0.46813599
      0.75340731      0.47457292
      0.75263801      0.48110887
      0.75186759      0.48774556
      0.75109605      0.49448472
      0.75032341      0.50132813
      0.74954965      0.50827758
      0.74877479      0.51533489
      0.74799883      0.52250192
      0.74722177      0.52978054
      0.74644362      0.53717266
      0.74566438      0.54468018
      0.74488406      0.55230506
      0.74410265      0.56004927
      0.74332017      0.56791477
      0.74253661      0.57590357
      0.74175199      0.58401767
      0.74096630      0.59225908
      0.74017955      0.60062980
      0.73939174      0.60913183
      0.73860287      0.61776717
      0.73781296      0.62653775
      0.73702200      0.63544551
      0.73623000      0.64449229
      0.73543696      0.65367989
      0.73464289      0.66300997
      0.73384779      0.67248410
      0.73305166      0.68210363
      0.73225451      0.69186974
      0.73145634      0.70178548
      0.73065716      0.71186690
      0.72985696      0.72211646
      0.72905577      0.73253397
      0.72825356      0.74311970
      0.72745037      0.75387437
      0.72664617      0.76479899
      0.72584099      0.77589486
      0.72503482      0.78716350
      0.72422767      0.79860666
      0.72341955      0.81022621
      0.72261044      0.82202423
      0.72180037      0.83400287
      0.72098933      0.84616446
      0.72017734      0.85851143
      0.71936438      0.87104643
      0.71855047      0.88377209
      0.71773561      0.89669112
      0.71691980      0.90980631
      0.71610305      0.92312051
      0.71528536      0.93663666
      0.71446674      0.95035775
      0.71364719      0.96428684
      0.71282671      0.97842703
      0.71200525      0.99278252
      0.71118321       1.0000000
      0.71036299       1.0000000
      0.70954606       1.0000000
      0.70872752       1.0000000
      0.70790352       1.0000000
      0.70707476       1.0000000
      0.70624119       1.0000000
      0.70540274       1.0000000
      0.70455955       1.0000000
      0.70371184       1.0000000
      0.70285976       1.0000000
      0.70200343       1.0000000
      0.70114306       1.0000000
      0.70027882       1.0000000
      0.69941085       1.0000000
      0.69853924       1.0000000
      0.69766408       1.0000000
      0.69678550       1.0000000
      0.69590360       1.0000000
      0.69501851       1.0000000
      0.69413033       1.0000000
      0.69323916       1.0000000
      0.69234512       1.0000000
      0.69144829       1.0000000
      0.69054876       1.0000000
      0.68964660       1.0000000
      0.68874191       1.0000000
      0.68783477       1.0000000
      0.68692525       1.0000000
      0.68601345       1.0000000
      0.68509943       1.0000000
      0.68418326       1.0000000
      0.68326500       1.0000000
      0.68234474       1.0000000
      0.68142252       1.0000000
      0.68049843       1.0000000
      0.67957253       1.0000000
      0.67864489       1.0000000
      0.67771553       1.0000000
      0.67678450       1.0000000
      0.67585185       1.0000000
      0.67491759       1.0000000
      0.67398176       1.0000000
      0.67304439       1.0000000
      0.67210549       1.0000000
      0.67116510       1.0000000
      0.67022322       1.0000000
      0.66927989       1.0000000
      0.66833512       1.0000000
      0.66738892       1.0000000
      0.66644132       1.0000000
      0.66549233       1.0000000
      0.66454199       1.0000000
      0.66359032       1.0000000
      0.66263733       1.0000000
      0.66168307       1.0000000
      0.66072756       1.0000000
      0.65977083       1.0000000
      0.65881292       1.0000000
      0.65785385       1.0000000
      0.65689367       1.0000000
      0.65593240       1.0000000
      0.65497009       1.0000000
      0.65400675       1.0000000
      0.65304243       1.0000000
      0.65207716       1.0000000
      0.65111097       1.0000000
      0.65014389       1.0000000
      0.64917595       1.0000000
      0.64820718       1.0000000
      0.64723761       1.0000000
      0.64626726       1.0000000
      0.64529617       1.0000000
      0.64432436       1.0000000
      0.64335185       1.0000000
      0.64237869       1.0000000
      0.64140487       1.0000000
      0.64043042       1.0000000
      0.63945536       1.0000000
      0.63847971       1.0000000
      0.63750348       1.0000000
      0.63652669       1.0000000
      0.63554937       1.0000000
      0.63457152       1.0000000
      0.63359316       1.0000000
      0.63261432       1.0000000
      0.63163501       1.0000000
      0.63065524       1.0000000
      0.62967504       1.0000000
      0.62869442       1.0000000
      0.62771339       1.0000000
      0.62673198       1.0000000
      0.62575020       1.0000000
      0.62476806       1.0000000
      0.62378558       1.0000000
      0.62280278       1.0000000
      0.62181967       1.0000000
      0.62083627       1.0000000
      0.61985259       1.0000000
      0.61886864       1.0000000
      0.61788444       1.0000000
      0.61690001       1.0000000
      0.61591536       1.0000000
      0.61493051       1.0000000
      0.61394546       1.0000000
      0.61296022       1.0000000
      0.61197482       1.0000000
      0.61098925       1.0000000
      0.61000354       1.0000000
      0.60901768       1.0000000
      0.60803169       1.0000000
      0.60704558       1.0000000
      0.60605936       1.0000000
      0.60507304       1.0000000
      0.60408662       1.0000000
      0.60310012       1.0000000
      0.60211355       1.0000000
      0.60112691       1.0000000
      0.60014022       1.0000000
      0.59915348       1.0000000
      0.59816669       1.0000000
      0.59717988       1.0000000
      0.59619304       1.0000000
      0.59520618       1.0000000
      0.59421932       1.0000000
      0.59323246       1.0000000
      0.59224561       1.0000000
      0.59125878       1.0000000
      0.59027197       1.0000000
      0.58928519       1.0000000
      0.58829846       1.0000000
      0.58731177       1.0000000
      0.58632513       1.0000000
      0.58533856       1.0000000
      0.58435206       1.0000000
      0.58336564       1.0000000
      0.58237930       1.0000000
      0.58139305       1.0000000
      0.58040690       1.0000000
      0.57942086       1.0000000
      0.57843494       1.0000000
      0.57744913       1.0000000
      0.57646345       1.0000000
      0.57547791       1.0000000
      0.57449251       1.0000000
      0.57350726       1.0000000
      0.57252217       1.0000000
      0.57153724       1.0000000
      0.57055249       1.0000000
      0.56956791       1.0000000
      0.56858352       1.0000000
      0.56759933       1.0000000
      0.56661533       1.0000000
      0.56563155       1.0000000
      0.56464798       1.0000000
      0.56366463       1.0000000
      0.56268152       1.0000000
      0.56169865       1.0000000
      0.56071602       1.0000000
      0.55973365       1.0000000
      0.55875155       1.0000000
      0.55776971       1.0000000
      0.55678814       1.0000000
      0.55580686       1.0000000
      0.55482586       1.0000000
      0.55384516       1.0000000
      0.55286477       1.0000000
      0.55188468       1.0000000
      0.55090491       1.0000000
      0.54992546       1.0000000
      0.54894634       1.0000000
      0.54796756       1.0000000
      0.54698913       1.0000000
      0.54601105       1.0000000
      0.54503333       1.0000000
      0.54405597       1.0000000
      0.54307899       1.0000000
      0.54210239       1.0000000
      0.54112619       1.0000000
      0.54015037       1.0000000
      0.53917496       1.0000000
      0.53819997       1.0000000
      0.53722539       1.0000000
      0.53625123       1.0000000
      0.53527751       1.0000000
      0.53430423       1.0000000
      0.53333139       1.0000000
      0.53235900       1.0000000
      0.53138708       1.0000000
      0.53041562       1.0000000
      0.52944464       1.0000000
      0.52847414       1.0000000
      0.52750412       1.0000000
      0.52653459       1.0000000
      0.52556557       1.0000000
      0.52459705       1.0000000
      0.52362904       1.0000000
      0.52266155       1.0000000
      0.52169458       1.0000000
      0.52072814       1.0000000
      0.51976224       1.0000000
      0.51879687       1.0000000
      0.51783205       1.0000000
      0.51686778       1.0000000
      0.51590406       1.0000000
      0.51494091       1.0000000
      0.51397832       1.0000000
      0.51301629       1.0000000
      0.51205485       1.0000000
      0.51109397       1.0000000
      0.51013369       1.0000000
      0.50917398       1.0000000
      0.50821487       1.0000000
      0.50725636       1.0000000
      0.50629843       1.0000000
      0.50534111       1.0000000
      0.50438440       1.0000000
      0.50342829       1.0000000
      0.50247279       1.0000000
      0.50151790       1.0000000
      0.50056363       1.0000000
      0.49960998       1.0000000
      0.49865695       1.0000000
      0.49770454       1.0000000
      0.49675275       1.0000000
      0.49580159       1.0000000
      0.49485106       1.0000000
      0.49390115       1.0000000
      0.49295187       1.0000000
      0.49200322       1.0000000
      0.49105519       1.0000000
      0.49010780       1.0000000
      0.48916103       1.0000000
      0.48821489       1.0000000
      0.48726939       1.0000000
      0.48632451       1.0000000
      0.48538026       1.0000000
      0.48443664       1.0000000
      0.48349365       1.0000000
      0.48255128       1.0000000
      0.48160954       1.0000000
      0.48066843       1.0000000
      0.47972795       1.0000000
      0.47878809       1.0000000
      0.47784886       1.0000000
      0.47691026       1.0000000
      0.47597227       1.0000000
      0.47503491       1.0000000
      0.47409818       1.0000000
      0.47316207       1.0000000
      0.47222658       1.0000000
      0.47129171       1.0000000
      0.47035745       1.0000000
      0.46942381       1.0000000
      0.46849079       1.0000000
      0.46755838       1.0000000
      0.46662657       1.0000000
      0.46569537       1.0000000
      0.46476478       1.0000000
      0.46383479       1.0000000
      0.46290540       1.0000000
      0.46197661       1.0000000
      0.46104842       1.0000000
      0.46012081       1.0000000
      0.45919380       1.0000000
      0.45826738       1.0000000
      0.45734154       1.0000000
      0.45641628       1.0000000
      0.45549160       1.0000000
      0.45456750       1.0000000
      0.45364397       1.0000000
      0.45272102       1.0000000
      0.45179863       1.0000000
      0.45087681       1.0000000
      0.44995555       1.0000000
      0.44903485       1.0000000
      0.44811471       1.0000000
      0.44719512       1.0000000
      0.44627609       1.0000000
      0.44535760       1.0000000
      0.44443966       1.0000000
      0.44352226       1.0000000
      0.44260540       1.0000000
      0.44168907       1.0000000
      0.44077328       1.0000000
      0.43985803       1.0000000
      0.43894330       1.0000000
      0.43802909       1.0000000
      0.43711541       1.0000000
      0.43620224       1.0000000
      0.43528960       1.0000000
      0.43437746       1.0000000
      0.43346584       1.0000000
      0.43255472       1.0000000
      0.43164411       1.0000000
      0.43073400       1.0000000
      0.42982438       1.0000000
      0.42891527       1.0000000
      0.42800664       1.0000000
      0.42709851       1.0000000
      0.42619086       1.0000000
      0.42528370       1.0000000
      0.42437702       1.0000000
      0.42347081       1.0000000
      0.42256508       1.0000000
      0.42165983       1.0000000
      0.42075504       1.0000000
      0.41985073       1.0000000
      0.41894687       1.0000000
      0.41804348       1.0000000
      0.41714055       1.0000000
      0.41623808       1.0000000
      0.41533606       1.0000000
      0.41443449       1.0000000
      0.41353337       1.0000000
      0.41263269       1.0000000
      0.41173246       1.0000000
      0.41083266       1.0000000
      0.40993331       1.0000000
      0.40903439       1.0000000
      0.40813590       1.0000000
      0.40723784       1.0000000
      0.40634020       1.0000000
      0.40544299       1.0000000
      0.40454619       1.0000000
      0.40364982       1.0000000
      0.40275386       1.0000000
      0.40185832       1.0000000
      0.40096318       1.0000000
      0.40006846       1.0000000
      0.39917415       1.0000000
      0.39828024       1.0000000
      0.39738673       1.0000000
      0.39649362       1.0000000
      0.39560091       1.0000000
      0.39470860       1.0000000
      0.39381668       1.0000000
      0.39292515       1.0000000
      0.39203401       1.0000000
      0.39114326       1.0000000
      0.39025289       1.0000000
      0.38936291       1.0000000
      0.38847331       1.0000000
      0.38758410       1.0000000
      0.38669525       1.0000000
      0.38580679       1.0000000
      0.38491870       1.0000000
      0.38403098       1.0000000
      0.38314364       1.0000000
      0.38225666       1.0000000
      0.38137005       1.0000000
      0.38048381       1.0000000
      0.37959793       1.0000000
      0.37871242       1.0000000
      0.37782726       1.0000000
      0.37694246       1.0000000
      0.37605802       1.0000000
      0.37517394       1.0000000
      0.37429020       1.0000000
      0.37340682       1.0000000
      0.37252379       1.0000000
      0.37164111       1.0000000
      0.37075877       1.0000000
      0.36987678       1.0000000
      0.36899513       1.0000000
      0.36811382       1.0000000
      0.36723286       1.0000000
      0.36635223       1.0000000
      0.36547193       1.0000000
      0.36459197       1.0000000
      0.36371234       1.0000000
      0.36283305       1.0000000
      0.36195408       1.0000000
      0.36107544       1.0000000
      0.36019712       1.0000000
      0.35931913       1.0000000
      0.35844146       1.0000000
      0.35756410       1.0000000
      0.35668707       1.0000000
      0.35581034       1.0000000
      0.35493394       1.0000000
      0.35405784       1.0000000
      0.35318205       1.0000000
      0.35230657       1.0000000
      0.35143139       1.0000000
      0.35055652       1.0000000
      0.34968194       1.0000000
      0.34880767       1.0000000
      0.34793369       1.0000000
      0.34706001       1.0000000
      0.34618662       1.0000000
      0.34531353       1.0000000
      0.34444072       1.0000000
      0.34356820       1.0000000
      0.34269595       1.0000000
      0.34182399       1.0000000
      0.34095230       1.0000000
      0.34008088       1.0000000
      0.33920974       1.0000000
      0.33833886       1.0000000
      0.33746823       1.0000000
      0.33659787       1.0000000
      0.33572776       1.0000000
      0.33485789       1.0000000
      0.33398827       1.0000000
      0.33311889       1.0000000
      0.33224973       1.0000000
      0.33138080       1.0000000
      0.33051209       1.0000000
      0.32964359       1.0000000
      0.32877530       1.0000000
      0.32790720       1.0000000
      0.32703929       1.0000000
      0.32617156       1.0000000
      0.32530400       1.0000000
      0.32443660       1.0000000
      0.32356934       1.0000000
      0.32270222       1.0000000
      0.32183523       1.0000000
      0.32096834       1.0000000
      0.32010155       1.0000000
      0.31923483       1.0000000
      0.31836818       1.0000000
      0.31750157       1.0000000
      0.31663499       1.0000000
      0.31576841       1.0000000
      0.31490181       1.0000000
      0.31403516       1.0000000
      0.31316845       1.0000000
      0.31230164       1.0000000
      0.31143471       1.0000000
      0.31056762       1.0000000
      0.30970034       1.0000000
      0.30883284       1.0000000
      0.30796508       1.0000000
      0.30709701       1.0000000
      0.30622860       1.0000000
      0.30535981       1.0000000
      0.30449058       1.0000000
      0.30362087       1.0000000
      0.30275063       1.0000000
      0.30187981       1.0000000
      0.30100835       1.0000000
      0.30013620       1.0000000
      0.29926329       1.0000000
      0.29838959       1.0000000
      0.29751501       1.0000000
      0.29663952       1.0000000
      0.29576305       1.0000000
      0.29488555       1.0000000
      0.29400697       1.0000000
      0.29312727       1.0000000
      0.29224640       1.0000000
      0.29136434       1.0000000
      0.29048106       1.0000000
      0.28959655       1.0000000
      0.28871081       1.0000000
      0.28782386       1.0000000
      0.28693572       1.0000000
      0.28604644       1.0000000
      0.28515610       1.0000000
      0.28426478       1.0000000
      0.28337260       1.0000000
      0.28247967       1.0000000
      0.28158616       1.0000000
      0.28069223       1.0000000
      0.27979807       1.0000000
      0.27890389       1.0000000
      0.27800989       1.0000000
      0.27711631       1.0000000
      0.27622335       1.0000000
      0.27533125       1.0000000
      0.27444022       1.0000000
      0.27355046       1.0000000
      0.27266216       1.0000000
      0.27177548       1.0000000
      0.27089058       1.0000000
      0.27000756       1.0000000
      0.26912651       1.0000000
      0.26824751       1.0000000
      0.26737059       1.0000000
      0.26649574       1.0000000
      0.26562296       1.0000000
      0.26475220       1.0000000
      0.26388340       1.0000000
      0.26301648       1.0000000
      0.26215134       1.0000000
      0.26128788       1.0000000
      0.26042598       1.0000000
      0.25956553       1.0000000
      0.25870640       1.0000000
      0.25784847       1.0000000
      0.25699162       1.0000000
      0.25613573       1.0000000
      0.25528069       1.0000000
