#       r/R             l_rad/L
      0.25442639       1.0000000
      0.25357274       1.0000000
      0.25271963       1.0000000
      0.25186700       1.0000000
      0.25101476       1.0000000
      0.25016284       1.0000000
      0.24931119       1.0000000
      0.24845975       1.0000000
      0.24760849       1.0000000
      0.24675735       1.0000000
      0.24590632       1.0000000
      0.24505536       1.0000000
      0.24420444       1.0000000
      0.24335356       1.0000000
      0.24250268       1.0000000
      0.24165181       1.0000000
      0.24080093       1.0000000
      0.23995003       1.0000000
      0.23909912       1.0000000
      0.23824818       1.0000000
      0.23739722       1.0000000
      0.23654624       1.0000000
      0.23569523       1.0000000
      0.23484420       1.0000000
      0.23399314       1.0000000
      0.23314206       1.0000000
      0.23229097       1.0000000
      0.23143986       1.0000000
      0.23058873       1.0000000
      0.22973759       1.0000000
      0.22888644       1.0000000
      0.22803527       1.0000000
      0.22718410       1.0000000
      0.22633293       1.0000000
      0.22548175       1.0000000
      0.22463057       1.0000000
      0.22377939       1.0000000
      0.22292821       1.0000000
      0.22207703       1.0000000
      0.22122586       1.0000000
      0.22037469       1.0000000
      0.21952353       1.0000000
      0.21867238       1.0000000
      0.21782125       1.0000000
      0.21697012       1.0000000
      0.21611901       1.0000000
      0.21526791       1.0000000
      0.21441683       1.0000000
      0.21356576       1.0000000
      0.21271472       1.0000000
      0.21186370       1.0000000
      0.21101270       1.0000000
      0.21016173       1.0000000
      0.20931079       1.0000000
      0.20845987       1.0000000
      0.20760898       1.0000000
      0.20675813       1.0000000
      0.20590730       1.0000000
      0.20505652       1.0000000
      0.20420577       1.0000000
      0.20335506       1.0000000
      0.20250439       1.0000000
      0.20165377       1.0000000
      0.20080320       1.0000000
      0.19995268       1.0000000
      0.19910221       1.0000000
      0.19825180       1.0000000
      0.19740145       1.0000000
      0.19655116       1.0000000
      0.19570095       1.0000000
      0.19485081       1.0000000
      0.19400076       1.0000000
      0.19315079       1.0000000
      0.19230091       1.0000000
      0.19145111       1.0000000
      0.19060141       1.0000000
      0.18975181       1.0000000
      0.18890230       1.0000000
      0.18805289       1.0000000
      0.18720359       1.0000000
      0.18635438       1.0000000
      0.18550528       1.0000000
      0.18465628       1.0000000
      0.18380739       1.0000000
      0.18295861       1.0000000
      0.18210994       1.0000000
      0.18126137       1.0000000
      0.18041291       1.0000000
      0.17956456       1.0000000
      0.17871633       1.0000000
      0.17786822       1.0000000
      0.17702025       1.0000000
      0.17617241       1.0000000
      0.17532471       1.0000000
      0.17447717       1.0000000
      0.17362979       1.0000000
      0.17278258       1.0000000
      0.17193555       1.0000000
      0.17108871       1.0000000
      0.17024206       1.0000000
      0.16939562       1.0000000
      0.16854939       1.0000000
      0.16770339       1.0000000
      0.16685763       1.0000000
      0.16601211       1.0000000
      0.16516685       1.0000000
      0.16432187       1.0000000
      0.16347716       1.0000000
      0.16263276       1.0000000
      0.16178866       1.0000000
      0.16094488       1.0000000
      0.16010144       1.0000000
      0.15925836       1.0000000
      0.15841563       1.0000000
      0.15757329       1.0000000
      0.15673135       1.0000000
      0.15588982       1.0000000
      0.15504872       1.0000000
      0.15420806       1.0000000
      0.15336788       1.0000000
      0.15252818       1.0000000
      0.15168898       1.0000000
      0.15085030       1.0000000
      0.15001217       1.0000000
      0.14917460       1.0000000
      0.14833762       1.0000000
      0.14750125       1.0000000
      0.14666550       1.0000000
      0.14583041       1.0000000
      0.14499599       1.0000000
      0.14416228       1.0000000
      0.14332929       1.0000000
      0.14249705       1.0000000
      0.14166559       1.0000000
      0.14083493       1.0000000
      0.14000511       1.0000000
      0.13917614       1.0000000
      0.13834807       1.0000000
      0.13752091       1.0000000
      0.13669471       1.0000000
      0.13586949       1.0000000
      0.13504528       1.0000000
      0.13422211       1.0000000
      0.13340002       1.0000000
      0.13257905       1.0000000
      0.13175922       1.0000000
      0.13094058       1.0000000
      0.13012316       1.0000000
      0.12930699       1.0000000
      0.12849211       1.0000000
      0.12767857       1.0000000
      0.12686639       1.0000000
      0.12605563       1.0000000
      0.12524631       1.0000000
      0.12443848       1.0000000
      0.12363219       1.0000000
      0.12282747       1.0000000
      0.12202437       1.0000000
      0.12122292       1.0000000
      0.12042318       1.0000000
      0.11962518       1.0000000
      0.11882897       1.0000000
      0.11803461       1.0000000
      0.11724212       1.0000000
      0.11645156       1.0000000
      0.11566298       1.0000000
      0.11487641       1.0000000
      0.11409192       1.0000000
      0.11330954       1.0000000
      0.11252933       1.0000000
      0.11175133       1.0000000
      0.11097559       1.0000000
      0.11020215       1.0000000
      0.10943108       1.0000000
      0.10866241       1.0000000
      0.10789620       1.0000000
      0.10713249       1.0000000
      0.10637133       1.0000000
      0.10561277       1.0000000
      0.10485687       1.0000000
      0.10410366       1.0000000
      0.10335320       1.0000000
      0.10260553       1.0000000
      0.10186070       1.0000000
      0.10111877       1.0000000
      0.10037977       1.0000000
     0.099643759       1.0000000
     0.098910776       1.0000000
     0.098180869       1.0000000
     0.097454082       1.0000000
     0.096730461       1.0000000
     0.096010050       1.0000000
     0.095292891       1.0000000
     0.094579028       1.0000000
     0.093868502       1.0000000
     0.093161355       1.0000000
     0.092457625       1.0000000
     0.091757354       1.0000000
     0.091060578       1.0000000
     0.090367336       1.0000000
     0.089677663       1.0000000
     0.088991596       1.0000000
     0.088309169       1.0000000
     0.087630414       1.0000000
     0.086955365       1.0000000
     0.086284052       1.0000000
     0.085616504       1.0000000
     0.084952751       1.0000000
     0.084292820       1.0000000
     0.083636738       1.0000000
     0.082984529       1.0000000
     0.082336217       1.0000000
     0.081691824       1.0000000
     0.081051372       1.0000000
     0.080414881       1.0000000
     0.079782370       1.0000000
     0.079153855       1.0000000
     0.078529353       1.0000000
     0.077908879       1.0000000
     0.077292446       1.0000000
     0.076680067       1.0000000
     0.076071752       1.0000000
     0.075467511       1.0000000
     0.074867354       1.0000000
     0.074271287       1.0000000
     0.073679316       1.0000000
     0.073091447       1.0000000
     0.072507683       1.0000000
     0.071928027       1.0000000
     0.071352480       1.0000000
     0.070781044       1.0000000
     0.070213717       1.0000000
     0.069650497       1.0000000
     0.069091381       1.0000000
     0.068536367       1.0000000
     0.067985448       1.0000000
     0.067438618       1.0000000
     0.066895871       1.0000000
     0.066357199       1.0000000
     0.065822592       1.0000000
     0.065292042       1.0000000
     0.064765537       1.0000000
     0.064243066       1.0000000
     0.063724617       1.0000000
     0.063210176       1.0000000
     0.062699730       1.0000000
     0.062193265       1.0000000
     0.061690764       1.0000000
     0.061192213       1.0000000
     0.060697594       1.0000000
     0.060206891       1.0000000
     0.059720084       1.0000000
     0.059237157       1.0000000
     0.058758090       1.0000000
     0.058282864       1.0000000
     0.057811459       1.0000000
     0.057343854       1.0000000
     0.056880029       1.0000000
     0.056419962       1.0000000
     0.055963632       1.0000000
     0.055511016       1.0000000
     0.055062093       1.0000000
     0.054616839       1.0000000
     0.054175232       1.0000000
     0.053737248       1.0000000
     0.053302865       1.0000000
     0.052872057       1.0000000
     0.052444802       1.0000000
     0.052021076       1.0000000
     0.051600853       1.0000000
     0.051184110       1.0000000
     0.050770826       1.0000000
     0.050360973       1.0000000
     0.049954525       1.0000000
     0.049551456       1.0000000
     0.049151743       1.0000000
     0.048755359       1.0000000
     0.048362281       1.0000000
     0.047972483       1.0000000
     0.047585940       1.0000000
     0.047202625       1.0000000
     0.046822515       1.0000000
     0.046445584       1.0000000
     0.046071807       1.0000000
     0.045701157       1.0000000
     0.045333611       1.0000000
     0.044969144       1.0000000
     0.044607729       1.0000000
     0.044249342       1.0000000
     0.043893959       1.0000000
     0.043541553       1.0000000
     0.043192101       1.0000000
     0.042845578       1.0000000
     0.042501959       1.0000000
     0.042161220       1.0000000
     0.041823336       1.0000000
     0.041488283       1.0000000
     0.041156037       1.0000000
     0.040826574       1.0000000
     0.040499870       1.0000000
     0.040175901       1.0000000
     0.039854644       1.0000000
     0.039536076       1.0000000
     0.039220173       1.0000000
     0.038906911       1.0000000
     0.038596268       1.0000000
     0.038288222       1.0000000
     0.037982748       1.0000000
     0.037679826       1.0000000
     0.037379432       1.0000000
     0.037081544       1.0000000
     0.036786140       1.0000000
     0.036493199       1.0000000
     0.036202698       1.0000000
     0.035914616       1.0000000
     0.035628932       1.0000000
     0.035345624       1.0000000
     0.035064672       1.0000000
     0.034786055       1.0000000
     0.034509751       1.0000000
     0.034235741       1.0000000
     0.033964004       1.0000000
     0.033694519       1.0000000
     0.033427268       1.0000000
     0.033162230       1.0000000
     0.032899385       1.0000000
     0.032638714       1.0000000
     0.032380198       1.0000000
     0.032123818       1.0000000
     0.031869554       1.0000000
     0.031617388       1.0000000
     0.031367301       1.0000000
     0.031119275       1.0000000
     0.030873292       1.0000000
     0.030629333       1.0000000
     0.030387380       1.0000000
     0.030147416       1.0000000
     0.029909423       1.0000000
     0.029673384       1.0000000
     0.029439281       1.0000000
     0.029207098       1.0000000
     0.028976817       1.0000000
     0.028748421       1.0000000
     0.028521894       1.0000000
     0.028297220       1.0000000
     0.028074381       1.0000000
     0.027853363       1.0000000
     0.027634149       1.0000000
     0.027416722       1.0000000
     0.027201068       1.0000000
     0.026987171       1.0000000
     0.026775015       1.0000000
     0.026564585       1.0000000
     0.026355867       1.0000000
     0.026148844       1.0000000
     0.025943503       1.0000000
     0.025739828       1.0000000
     0.025537806       1.0000000
     0.025337421       1.0000000
     0.025138659       1.0000000
     0.024941507       1.0000000
     0.024745950       1.0000000
     0.024551975       1.0000000
     0.024359567       1.0000000
     0.024168714       1.0000000
     0.023979401       1.0000000
     0.023791616       1.0000000
     0.023605345       1.0000000
     0.023420575       1.0000000
     0.023237294       1.0000000
     0.023055488       1.0000000
     0.022875145       1.0000000
     0.022696252       1.0000000
     0.022518796       1.0000000
     0.022342766       1.0000000
     0.022168150       1.0000000
     0.021994934       1.0000000
     0.021823108       1.0000000
     0.021652659       1.0000000
     0.021483575       1.0000000
     0.021315846       1.0000000
     0.021149459       1.0000000
     0.020984403       1.0000000
     0.020820666       1.0000000
     0.020658239       1.0000000
     0.020497108       1.0000000
     0.020337264       1.0000000
     0.020178696       1.0000000
     0.020021392       1.0000000
     0.019865343       1.0000000
     0.019710537       1.0000000
     0.019556964       1.0000000
     0.019404614       1.0000000
     0.019253476       1.0000000
     0.019103541       1.0000000
     0.018954797       1.0000000
     0.018807236       1.0000000
     0.018660847       1.0000000
     0.018515621       1.0000000
     0.018371547       1.0000000
     0.018228617       1.0000000
     0.018086820       1.0000000
     0.017946147       1.0000000
     0.017806589       1.0000000
     0.017668137       1.0000000
     0.017530780       1.0000000
     0.017394512       1.0000000
     0.017259321       1.0000000
     0.017125199       1.0000000
     0.016992139       1.0000000
     0.016860129       1.0000000
     0.016729163       1.0000000
     0.016599231       1.0000000
     0.016470325       1.0000000
     0.016342436       1.0000000
     0.016215556       1.0000000
     0.016089677       1.0000000
     0.015964790       1.0000000
     0.015840888       1.0000000
     0.015717962       1.0000000
     0.015596004       1.0000000
